Namespace(batch_size=1, dataset='coco', disable_hybridization=False, epochs=26, gpus='', log_interval=100, lr=0.00125, lr_decay=0.1, lr_decay_epoch='17,23', lr_warmup=-1, mixup=False, momentum=0.9, network='resnet101_v1d', no_mixup_epochs=20, norm_layer=None, num_workers=1, resume='', save_interval=1, save_prefix='faster_rcnn_resnet101_v1d_coco', seed=233, start_epoch=0, static_alloc=False, use_fpn=False, val_interval=1, verbose=False, wd=0.0001)
Start training from [Epoch 0]
Namespace(batch_size=1, dataset='coco', disable_hybridization=False, epochs=26, gpus='', log_interval=100, lr=0.00125, lr_decay=0.1, lr_decay_epoch='17,23', lr_warmup=-1, mixup=False, momentum=0.9, network='resnet101_v1d', no_mixup_epochs=20, norm_layer=None, num_workers=4, resume='', save_interval=1, save_prefix='faster_rcnn_resnet101_v1d_coco', seed=233, start_epoch=0, static_alloc=False, use_fpn=False, val_interval=1, verbose=False, wd=0.0001)
Start training from [Epoch 0]
Namespace(batch_size=1, dataset='coco', disable_hybridization=False, epochs=26, gpus='0', log_interval=100, lr=0.00125, lr_decay=0.1, lr_decay_epoch='17,23', lr_warmup=-1, mixup=False, momentum=0.9, network='resnet101_v1d', no_mixup_epochs=20, norm_layer=None, num_workers=4, resume='', save_interval=1, save_prefix='faster_rcnn_resnet101_v1d_coco', seed=233, start_epoch=0, static_alloc=False, use_fpn=False, val_interval=1, verbose=False, wd=0.0001)
Start training from [Epoch 0]
[Epoch 0][Batch 4799], Speed: 0.689 samples/sec, RPN_Conf=0.209,RPN_SmoothL1=0.145,RCNN_CrossEntropy=0.863,RCNN_SmoothL1=0.414,RPNAcc=0.916,RPNL1Loss=0.562,RCNNAcc=0.807,RCNNL1Loss=2.047
[Epoch 0][Batch 4899], Speed: 0.685 samples/sec, RPN_Conf=0.208,RPN_SmoothL1=0.145,RCNN_CrossEntropy=0.861,RCNN_SmoothL1=0.413,RPNAcc=0.916,RPNL1Loss=0.561,RCNNAcc=0.807,RCNNL1Loss=2.044
[Epoch 0][Batch 4999], Speed: 0.676 samples/sec, RPN_Conf=0.207,RPN_SmoothL1=0.145,RCNN_CrossEntropy=0.857,RCNN_SmoothL1=0.413,RPNAcc=0.916,RPNL1Loss=0.559,RCNNAcc=0.808,RCNNL1Loss=2.041
[Epoch 0][Batch 5099], Speed: 0.676 samples/sec, RPN_Conf=0.207,RPN_SmoothL1=0.144,RCNN_CrossEntropy=0.855,RCNN_SmoothL1=0.414,RPNAcc=0.916,RPNL1Loss=0.558,RCNNAcc=0.808,RCNNL1Loss=2.039
[Epoch 0][Batch 5199], Speed: 0.691 samples/sec, RPN_Conf=0.206,RPN_SmoothL1=0.144,RCNN_CrossEntropy=0.853,RCNN_SmoothL1=0.414,RPNAcc=0.917,RPNL1Loss=0.557,RCNNAcc=0.808,RCNNL1Loss=2.037
[Epoch 0][Batch 5299], Speed: 0.683 samples/sec, RPN_Conf=0.206,RPN_SmoothL1=0.144,RCNN_CrossEntropy=0.851,RCNN_SmoothL1=0.414,RPNAcc=0.917,RPNL1Loss=0.556,RCNNAcc=0.808,RCNNL1Loss=2.036
[Epoch 0][Batch 5399], Speed: 0.689 samples/sec, RPN_Conf=0.206,RPN_SmoothL1=0.144,RCNN_CrossEntropy=0.849,RCNN_SmoothL1=0.415,RPNAcc=0.917,RPNL1Loss=0.555,RCNNAcc=0.807,RCNNL1Loss=2.035
[Epoch 0][Batch 5499], Speed: 0.692 samples/sec, RPN_Conf=0.205,RPN_SmoothL1=0.144,RCNN_CrossEntropy=0.847,RCNN_SmoothL1=0.415,RPNAcc=0.917,RPNL1Loss=0.553,RCNNAcc=0.807,RCNNL1Loss=2.032
[Epoch 0][Batch 5599], Speed: 0.675 samples/sec, RPN_Conf=0.205,RPN_SmoothL1=0.144,RCNN_CrossEntropy=0.844,RCNN_SmoothL1=0.414,RPNAcc=0.917,RPNL1Loss=0.551,RCNNAcc=0.808,RCNNL1Loss=2.029
[Epoch 0][Batch 5699], Speed: 0.687 samples/sec, RPN_Conf=0.204,RPN_SmoothL1=0.144,RCNN_CrossEntropy=0.842,RCNN_SmoothL1=0.414,RPNAcc=0.917,RPNL1Loss=0.550,RCNNAcc=0.808,RCNNL1Loss=2.024
[Epoch 0][Batch 5799], Speed: 0.683 samples/sec, RPN_Conf=0.204,RPN_SmoothL1=0.143,RCNN_CrossEntropy=0.839,RCNN_SmoothL1=0.413,RPNAcc=0.917,RPNL1Loss=0.550,RCNNAcc=0.808,RCNNL1Loss=2.020
[Epoch 0][Batch 5899], Speed: 0.690 samples/sec, RPN_Conf=0.203,RPN_SmoothL1=0.143,RCNN_CrossEntropy=0.836,RCNN_SmoothL1=0.413,RPNAcc=0.918,RPNL1Loss=0.548,RCNNAcc=0.808,RCNNL1Loss=2.016
[Epoch 0][Batch 5999], Speed: 0.678 samples/sec, RPN_Conf=0.203,RPN_SmoothL1=0.143,RCNN_CrossEntropy=0.834,RCNN_SmoothL1=0.413,RPNAcc=0.918,RPNL1Loss=0.547,RCNNAcc=0.808,RCNNL1Loss=2.013
[Epoch 0][Batch 6099], Speed: 0.696 samples/sec, RPN_Conf=0.202,RPN_SmoothL1=0.142,RCNN_CrossEntropy=0.833,RCNN_SmoothL1=0.413,RPNAcc=0.918,RPNL1Loss=0.546,RCNNAcc=0.808,RCNNL1Loss=2.010
